station,lat,lon,altitude_m,model_lat,model_lon,model_level,model_pressure_hPa,model_height_m
1328A,30.5332,114.3025,26.93,30.5625,114.3125,22,995.4593505859375,27.97121902771334
1329A,30.6217,114.3646,26.45,30.625,114.375,22,995.4593505859375,24.70812714618397
1330A,30.4825,114.1566,34.96,30.5,114.1875,22,996.099365234375,23.484467690610455
1331A,30.5944,114.3014,34.88,30.625,114.3125,22,995.4593505859375,23.484467690610455
1332A,30.4822,114.3894,20.47,30.5,114.375,22,994.8193969726562,31.438254151838294
1333A,30.6319,114.135,24.87,30.625,114.125,22,996.099365234375,22.464751477632525
1334A,30.2917,113.8454,22.93,30.3125,113.875,22,995.4593505859375,22.66869472022811
1335A,28.2325,113.0833,61.0,28.25,113.0625,22,992.2593994140625,47.141883831698394
1336A,28.2189,112.8872,64.18,28.25,112.875,22,989.0593872070312,75.69393779508039
1337A,28.2053,113.0792,45.24,28.1875,113.0625,22,992.2593994140625,44.49062167795578
1338A,28.19,112.9394,65.07,28.1875,112.9375,22,991.619384765625,55.299613535521814
1339A,28.1322,113.0178,95.02,28.125,113.0,22,990.33935546875,65.90466215049227
1340A,28.2597,112.9792,33.03,28.25,113.0,22,992.8993530273438,40.61570006863965
1341A,28.1944,113.0014,43.0,28.1875,113.0,22,992.8993530273438,43.26696222238226
1342A,28.1178,112.9844,76.42,28.125,113.0,22,990.33935546875,65.90466215049227
1343A,28.1308,112.8908,36.09,28.125,112.875,22,990.33935546875,69.16775403202165
1344A,28.3611,112.9581,147.84,28.375,112.9375,21,974.5391235351562,201.41801008578184
1345A,23.1423,113.2347,7.32,23.125,113.25,22,998.0193481445312,16.754340684956126
1346A,23.105,113.2612,15.08,23.125,113.25,22,998.0193481445312,16.754340684956126
1348A,23.0916,113.3478,16.42,23.0625,113.375,22,999.2993774414062,4.92563261441216
1349A,23.1047,113.4332,25.23,23.125,113.4375,22,997.37939453125,20.42531905167667
1350A,22.9483,113.3505,6.01,22.9375,113.375,22,999.2993774414062,6.5571785551768444
1351A,23.3916,113.2146,18.17,23.375,113.1875,22,998.6593627929688,11.655759620066487
1352A,23.1331,113.2597,17.58,23.125,113.25,22,998.0193481445312,16.754340684956126
1353A,23.312,113.5618,39.69,23.3125,113.5625,22,993.5393676757812,56.52327299109533
1354A,23.1544,113.2765,25.33,23.125,113.25,22,998.0193481445312,16.754340684956126
1355A,23.3035,113.443,113.19,23.3125,113.4375,22,989.0593872070312,97.41389313151025
1356A,22.5545,114.1063,17.17,22.5625,114.125,22,992.2593994140625,74.47027833950688
1357A,22.5625,114.117,20.16,22.5625,114.125,22,992.2593994140625,74.47027833950688
1358A,22.5417,113.987,21.01,22.5625,114.0,22,992.2593994140625,73.8584486117201
1359A,22.5171,113.9181,18.09,22.5,113.9375,22,999.2993774414062,10.636043407088557
1360A,22.5689,114.2458,6.63,22.5625,114.25,22,988.4193725585938,105.97950932052485
1361A,22.7244,114.2283,55.92,22.75,114.25,22,992.8993530273438,66.10860539308786
1362A,22.5861,113.8953,24.0,22.5625,113.875,22,998.0193481445312,20.221375809081085
1363A,22.5422,114.494,44.08,22.5625,114.5,22,990.9793701171875,88.3384188360067
1364A,22.6342,114.41,29.11,22.625,114.4375,22,984.579345703125,146.05435649055744
1365A,22.5978,114.297,26.83,22.625,114.3125,22,983.9393920898438,147.94083148456662
1366A,22.738,114.0678,56.34,22.75,114.0625,22,995.4593505859375,47.549770316889564
1367A,22.2618,113.5814,12.51,22.25,113.5625,22,997.37939453125,25.7278433591619
1368A,22.2335,113.4881,0.87,22.25,113.5,22,998.0193481445312,21.4450352646546
1369A,22.4251,113.628,20.21,22.4375,113.625,22,999.9393920898438,4.92563261441216
1370A,22.2281,113.299,9.39,22.25,113.3125,22,998.0193481445312,15.938567714573786
1371A,23.0067,113.1294,2.84,23.0,113.125,22,999.2993774414062,3.2940866736474743
1372A,23.0478,113.1083,-4.33,23.0625,113.125,22,999.2993774414062,2.274370460669546
1373A,23.0453,113.144,6.0,23.0625,113.125,22,999.2993774414062,2.274370460669546
1374A,22.8094,113.2881,1.41,22.8125,113.3125,22,999.9393920898438,0.23493803471368918
1375A,22.7642,113.2544,0.71,22.75,113.25,22,999.9393920898438,1.6625407328827888
1376A,22.8678,112.8383,2.27,22.875,112.8125,22,996.099365234375,31.030367666647123
1377A,23.1588,112.8836,8.54,23.1875,112.875,22,998.0193481445312,11.655759620066487
1378A,23.185,112.867,17.32,23.1875,112.875,22,998.0193481445312,11.655759620066487
1379A,22.5211,113.3769,4.71,22.5,113.375,22,996.099365234375,33.47768657779415
1380A,22.5497,113.3881,2.89,22.5625,113.375,22,999.9393920898438,3.2940866736474743
1381A,22.5111,113.4075,14.66,22.5,113.4375,22,995.4593505859375,41.431473039021995
1382A,22.4853,113.4411,35.24,22.5,113.4375,22,995.4593505859375,41.431473039021995
1383A,22.6058,113.1064,10.05,22.625,113.125,22,999.2993774414062,4.109859644029817
1384A,22.5835,113.0731,18.21,22.5625,113.0625,22,996.099365234375,30.826424424051538
1385A,22.5311,113.0219,46.72,22.5,113.0,22,997.37939453125,21.037148779463426
1386A,22.5947,113.0828,7.58,22.625,113.0625,22,998.0193481445312,14.714908259000271
1387A,23.0457,113.7875,22.39,23.0625,113.8125,22,999.2993774414062,10.0242136793018
1388A,23.0202,113.7533,13.27,23.0,113.75,22,998.0193481445312,23.076581205419284
1389A,23.0494,113.7547,13.84,23.0625,113.75,22,999.2993774414062,6.7611217977724305
1390A,23.0128,113.7944,27.16,23.0,113.8125,22,998.0193481445312,20.0174325664855
1391A,22.9658,113.7383,43.72,22.9375,113.75,22,992.2593994140625,68.3519810616393
1392A,23.0528,114.4183,17.0,23.0625,114.4375,22,998.0193481445312,18.793773110911985
1393A,23.0822,114.4053,22.12,23.0625,114.375,22,996.099365234375,38.576267642683796
1394A,23.1142,114.4103,27.83,23.125,114.4375,22,998.6593627929688,18.181943383125226
1395A,22.7833,114.4645,28.51,22.8125,114.4375,22,994.1793823242188,54.483840565139474
1396A,22.7422,114.5317,4.93,22.75,114.5625,22,989.6994018554688,98.02572285929702
1397A,23.0706,112.4267,7.0,23.0625,112.4375,22,988.4193725585938,96.90403502502129
1398A,23.0475,112.4645,23.06,23.0625,112.4375,22,988.4193725585938,96.90403502502129
1399A,23.1522,112.5544,3.0,23.125,112.5625,22,978.1793823242188,188.5446564400815
1400A,23.1,112.4753,71.5,23.125,112.5,22,977.5393676757812,194.22320110110232
1401A,22.7881,108.3103,110.05,22.8125,108.3125,22,985.2193603515625,88.2364472147089
1402A,22.8528,108.3141,78.41,22.875,108.3125,22,983.2993774414062,106.59133904831161
1403A,22.8225,108.3206,87.51,22.8125,108.3125,22,985.2193603515625,88.2364472147089
1404A,22.8037,108.3829,131.67,22.8125,108.375,22,984.579345703125,96.08826205463895
1405A,22.7904,108.4394,80.95,22.8125,108.4375,22,984.579345703125,98.63755258708377
1406A,22.8467,108.2397,86.0,22.875,108.25,22,980.099365234375,135.95916598207594
1407A,22.735,108.3275,104.46,22.75,108.3125,22,983.2993774414062,108.42682823167188
1408A,22.7757,108.2257,82.97,22.75,108.25,22,983.2993774414062,108.1209133677785
1409A,19.9507,110.576,5.01,19.9375,110.5625,22,998.0193481445312,7.576894768154773
1410A,20.0574,110.3232,1.34,20.0625,110.3125,22,998.0193481445312,3.0901434310518883
1411A,20.0053,110.283,23.39,20.0,110.3125,22,997.37939453125,13.899135288617929
1412A,19.9969,110.338,20.9,20.0,110.3125,22,997.37939453125,13.899135288617929
1413A,20.0356,110.33,7.68,20.0625,110.3125,22,998.0193481445312,3.0901434310518883
1414A,29.8279,106.3787,918.62,29.8125,106.375,18,898.7892456054688,894.7169923041107
1415A,29.5736,106.46,253.39,29.5625,106.4375,22,962.1793823242188,307.3734613836657
1416A,29.8253,106.4213,254.04,29.8125,106.4375,22,956.4193725585938,358.7671585177533
1417A,29.7228,106.6263,452.09,29.75,106.625,21,940.619140625,505.67108505797376
1418A,29.5983,106.2953,299.89,29.625,106.3125,22,959.619384765625,330.2151045543713
1419A,29.5102,106.5777,324.59,29.5,106.5625,22,962.1793823242188,307.1695181410701
1420A,29.6277,106.6556,238.22,29.625,106.625,22,964.7393798828125,287.79491009448947
1421A,29.4906,106.6349,289.34,29.5,106.625,22,960.2593994140625,327.97172888581986
1422A,29.4572,106.3754,378.23,29.4375,106.375,22,955.7793579101562,364.2736260678341
1423A,29.5642,106.571,228.78,29.5625,106.5625,22,965.37939453125,277.4957763434124
1424A,29.5164,106.512,280.77,29.5,106.5,22,966.6593627929688,267.9104439414199
1425A,29.7166,106.6205,435.09,29.6875,106.625,21,943.8191528320312,476.1391420573161
1426A,29.4875,106.4782,294.69,29.5,106.5,22,966.6593627929688,267.9104439414199
1427A,29.6453,106.5616,340.12,29.625,106.5625,22,964.099365234375,290.65011549082766
1428A,29.7091,106.4522,227.74,29.6875,106.4375,22,958.9793701171875,340.20832344155497
1429A,29.3917,106.5093,207.67,29.375,106.5,22,964.7393798828125,283.61407362127994
1430A,29.4272,106.591,270.99,29.4375,106.5625,22,960.2593994140625,326.74806943024635
1431A,30.7236,103.9728,518.02,30.75,104.0,22,939.139404296875,518.8625790598727
1432A,30.6764,104.1419,507.57,30.6875,104.125,22,941.0593872070312,503.3628926226082
1433A,30.5767,104.0594,485.19,30.5625,104.0625,22,942.9793701171875,486.63954672977013
1434A,30.6306,104.1122,494.89,30.625,104.125,22,941.6994018554688,499.69191425588764
1435A,30.685,104.074,501.44,30.6875,104.0625,22,941.0593872070312,504.99443856337285
1436A,30.6544,104.026,502.08,30.625,104.0,22,941.6994018554688,498.4682548003141
1437A,30.6556,104.0431,502.72,30.625,104.0625,22,941.6994018554688,496.02093588916705
1438A,31.0201,103.6202,1092.73,31.0,103.625,20,882.830322265625,1058.6405841755088
1439A,26.5998,106.6899,1279.02,26.625,106.6875,21,853.2591552734375,1337.6906932759516
1440A,26.5694,106.6971,1056.15,26.5625,106.6875,22,873.2193603515625,1139.2579230356444
1441A,26.6266,106.6243,1292.92,26.625,106.625,22,861.37939453125,1256.7292307707016
1442A,26.6343,106.7487,1091.75,26.625,106.75,22,872.2593994140625,1145.784106798703
1443A,26.4365,106.6555,1132.19,26.4375,106.625,22,870.9793701171875,1162.09956620635
1444A,26.5161,106.694,1078.08,26.5,106.6875,22,874.4993896484375,1127.8371014502914
1445A,26.6027,106.7109,1083.03,26.625,106.6875,22,865.859375,1211.0459444292903
1446A,26.5699,106.7164,1059.65,26.5625,106.6875,22,873.2193603515625,1139.2579230356444
1447A,26.5424,106.674,1113.18,26.5625,106.6875,22,873.2193603515625,1139.2579230356444
1449A,25.0124,102.743,1901.2,25.0,102.75,22,797.37939453125,1919.1369823028253
1450A,24.8886,102.8204,1906.32,24.875,102.8125,22,795.4593505859375,1941.9786254735309
1451A,24.9608,102.6251,2345.06,24.9375,102.625,19,757.6295166015625,2360.5698587165834
1452A,25.0902,102.7252,1891.17,25.0625,102.75,22,793.2193603515625,1964.8202686442364
1453A,25.0375,102.7266,1895.36,25.0625,102.75,22,793.2193603515625,1964.8202686442364
1454A,25.0669,102.6742,1913.2,25.0625,102.6875,22,796.099365234375,1935.4524417104722
1455A,25.0401,102.6644,1884.58,25.0625,102.6875,22,796.099365234375,1935.4524417104722
1456A,29.6514,91.1319,3657.96,29.625,91.125,22,629.2193603515625,3890.044478746565
1457A,29.6747,91.1221,3654.19,29.6875,91.125,22,621.6193237304688,3981.4110514293875
1458A,29.6475,91.0874,3648.12,29.625,91.0625,22,631.6993408203125,3857.4135599312713
1459A,29.6541,91.1774,3659.63,29.625,91.1875,22,619.539306640625,4020.56815400774
1460A,29.6588,90.9798,3660.0,29.6875,91.0,22,593.2193603515625,4372.9820772129115
1461A,29.6292,91.0834,3644.26,29.625,91.0625,22,631.6993408203125,3857.4135599312713
1462A,34.2749,108.882,399.0,34.25,108.875,22,953.2193603515625,403.43072864618654
1463A,34.2629,108.993,432.29,34.25,109.0,22,950.6593627929688,429.5354388030062
1464A,34.2572,109.06,437.3,34.25,109.0625,22,944.2593994140625,486.63954672977013
1465A,34.2173,108.9356,416.53,34.1875,108.9375,22,948.099365234375,450.33764954775586
1466A,34.2713,108.954,405.09,34.25,108.9375,22,951.9393920898438,413.6278907759658
1467A,34.2322,108.8922,410.95,34.25,108.875,22,953.2193603515625,403.43072864618654
1468A,34.3474,108.935,377.08,34.375,108.9375,22,955.7793579101562,377.52993683654717
1469A,34.1546,108.906,435.02,34.125,108.875,22,949.37939453125,438.9168279624031
1470A,34.6575,109.2,383.71,34.6875,109.1875,22,950.6593627929688,422.6013685547562
1471A,34.3731,109.2186,453.95,34.375,109.1875,22,945.5393676757812,473.9950656888438
1472A,34.378,108.869,369.88,34.375,108.875,22,955.139404296875,382.2206314162456
1473A,34.1978,108.985,455.16,34.1875,109.0,22,943.619384765625,490.71841158168183
1474A,34.3213,109.051,384.07,34.3125,109.0625,22,952.579345703125,407.9174799832894
1475A,36.0812,103.7222,1529.23,36.0625,103.75,22,825.859375,1636.8794349688733
1476A,36.1031,103.631,1561.0,36.125,103.625,22,826.8193969726562,1630.3532512058146
1477A,35.9454,104.1373,1970.71,35.9375,104.125,21,797.5791625976562,1932.0152484940088
1478A,36.0726,103.8412,1523.61,36.0625,103.8125,22,825.2193603515625,1643.405618731932
1479A,36.0464,103.831,1528.93,36.0625,103.8125,22,825.2193603515625,1643.405618731932
1480A,36.6428,101.748,2247.23,36.625,101.75,22,758.6593627929688,2362.9174781908196
1481A,36.6922,101.749,2298.25,36.6875,101.75,22,750.33935546875,2451.020958992113
1482A,36.5819,101.834,2217.38,36.5625,101.8125,22,757.0593872070312,2379.2329375984664
1483A,36.6867,101.524,2391.7,36.6875,101.5,22,743.619384765625,2526.072072267288
1484A,38.6016,105.9512,1322.82,38.625,105.9375,22,836.099365234375,1525.9343109968747
1485A,38.4744,106.2682,1111.08,38.5,106.25,22,878.0193481445312,1109.8900961018799
1486A,38.4536,106.217,1109.4,38.4375,106.1875,22,877.6994018554688,1111.5216420426445
1487A,38.4858,106.0715,1126.15,38.5,106.0625,22,876.099365234375,1126.2055555095267
1488A,38.4975,106.2328,1112.64,38.5,106.25,22,878.0193481445312,1109.8900961018799
1489A,38.5036,106.1358,1112.97,38.5,106.125,22,877.6994018554688,1113.1531879834092
1490A,43.8303,87.5801,817.17,43.8125,87.5625,22,908.4193725585938,874.1317076613828
1491A,43.768,87.6046,915.13,43.75,87.625,22,899.4593505859375,955.7090046996171
1492A,43.9469,87.4754,593.0,43.9375,87.5,22,937.2193603515625,607.3739463463569
1493A,43.8711,87.5525,747.02,43.875,87.5625,22,924.4193725585938,726.4768000221788
1494A,43.831,87.6432,847.95,43.8125,87.625,22,909.6994018554688,860.263567164883
1495A,43.8729,87.4171,737.02,43.875,87.4375,22,923.7793579101562,733.0029837852376
1496A,44.1747,87.7216,477.86,44.1875,87.75,22,951.2993774414062,477.6660440555644
1508A,27.8614,112.9433,78.94,27.875,112.9375,22,991.619384765625,55.70750002071299
1511A,27.8403,112.9118,47.36,27.8125,112.9375,22,991.619384765625,51.42469192620569
1512A,27.8728,112.8937,62.0,27.875,112.875,22,990.9793701171875,56.9311594762865
1513A,27.8159,112.9227,53.02,27.8125,112.9375,22,991.619384765625,51.42469192620569
1514A,27.9119,112.9074,74.63,27.9375,112.9375,22,991.619384765625,57.54298920407326
1515A,27.8244,113.135,51.51,27.8125,113.125,22,990.9793701171875,57.13510271888209
1518A,27.8867,113.095,60.74,27.875,113.125,22,990.33935546875,62.6415702689629
1519A,27.8667,113.167,54.25,27.875,113.1875,22,989.0593872070312,75.4899945524848
1520A,27.8381,113.143,29.94,27.8125,113.125,22,990.9793701171875,57.13510271888209
1524A,27.8528,113.13,47.52,27.875,113.125,22,990.33935546875,62.6415702689629
1552A,26.3003,106.805,1443.3,26.3125,106.8125,22,845.0593872070312,1421.515370787935
1559A,27.8336,113.251,130.87,27.8125,113.25,22,983.9393920898438,114.23921064564607
1562A,27.9153,113.0048,61.41,27.9375,113.0,22,990.33935546875,62.6415702689629
1564A,27.9164,112.4876,136.67,27.9375,112.5,22,981.37939453125,138.91634299971193
1585A,40.6532,109.8756,1054.07,40.625,109.875,22,882.1793823242188,1049.5228962935867
1586A,40.6575,109.8104,1069.84,40.6875,109.8125,22,876.7393798828125,1108.2585501611152
1587A,40.5842,109.9991,1021.91,40.5625,110.0,22,884.099365234375,1033.2074368859396
1588A,40.6821,109.8538,1072.91,40.6875,109.875,22,873.5393676757812,1135.9948311541148
1589A,40.6288,109.8642,1058.07,40.625,109.875,22,882.1793823242188,1049.5228962935867
1590A,40.5546,110.0377,1005.61,40.5625,110.0625,22,880.8993530273438,1064.2068097604688
1591A,39.8129,110.0023,1454.36,39.8125,110.0,22,843.4593505859375,1437.8308301955817
1592A,39.8261,109.9486,1466.07,39.8125,109.9375,22,842.4993896484375,1449.2516517809345
1593A,39.5986,109.7736,1305.76,39.625,109.75,22,853.0593872070312,1341.5696196904653
1594A,39.5989,109.8119,1286.8,39.625,109.8125,22,856.8993530273438,1304.0440630528774
1595A,39.7884,109.9734,1436.73,39.8125,110.0,22,843.4593505859375,1437.8308301955817
1596A,40.6592,122.2414,3.98,40.6875,122.25,22,998.0193481445312,1.8664839754783744
1597A,40.7094,122.2703,3.27,40.6875,122.25,22,998.0193481445312,1.8664839754783744
1598A,40.6511,122.215,-0.91,40.625,122.1875,22,998.0193481445312,0.8467677625004462
1599A,40.6655,122.167,2.92,40.6875,122.1875,22,998.0193481445312,1.2546542476916176
1600A,40.0625,124.3303,5.09,40.0625,124.3125,22,998.0193481445312,31.23431090924271
1601A,40.1503,124.4256,8.3,40.125,124.4375,22,999.2993774414062,16.346454199764956
1602A,40.1461,124.3933,67.41,40.125,124.375,22,997.37939453125,37.35260818711028
1603A,40.1092,124.3633,9.0,40.125,124.375,22,997.37939453125,37.35260818711028
1604A,41.1489,122.0303,5.0,41.125,122.0,22,997.37939453125,3.0901434310518883
1605A,41.0883,122.0485,2.6,41.0625,122.0625,22,997.37939453125,3.0901434310518883
1606A,41.1028,121.8297,3.07,41.125,121.8125,22,997.37939453125,2.0704272180739602
1607A,40.7136,120.9092,29.18,40.6875,120.9375,22,995.4593505859375,12.87941907564
1608A,40.7514,120.8392,16.02,40.75,120.8125,22,992.2593994140625,32.8658568500074
1609A,40.7073,120.8341,25.97,40.6875,120.8125,22,993.5393676757812,27.97121902771334
1610A,40.7677,120.8695,12.22,40.75,120.875,22,994.8193969726562,16.346454199764956
1611A,24.9117,118.5819,13.68,24.9375,118.5625,22,994.1793823242188,62.437627026367316
1612A,24.8978,118.5972,13.71,24.875,118.625,22,998.6593627929688,24.3002406609928
1613A,24.9424,118.6663,12.07,24.9375,118.6875,22,998.0193481445312,27.155446057330998
1614A,24.9604,118.6117,332.69,24.9375,118.625,20,964.1102905273438,330.60301203576836
1615A,36.205,117.685,210.62,36.1875,117.6875,22,975.619384765625,210.9083076359537
1616A,36.229,117.6795,213.89,36.25,117.6875,22,971.7793579101562,245.37471563460764
1617A,36.2081,117.715,199.99,36.1875,117.6875,22,975.619384765625,210.9083076359537
1618A,35.0532,118.3429,70.83,35.0625,118.3125,22,992.2593994140625,68.14803781904371
1619A,35.0583,118.295,68.79,35.0625,118.3125,22,992.2593994140625,68.14803781904371
1620A,34.9976,118.2794,69.85,35.0,118.25,22,992.2593994140625,64.88494593751435
1621A,35.0888,118.3956,68.09,35.0625,118.375,22,992.2593994140625,66.10860539308786
1622A,37.4674,116.3032,22.0,37.4375,116.3125,22,994.1793823242188,22.8726379628237
1623A,37.4504,116.2729,22.25,37.4375,116.25,22,994.1793823242188,22.66869472022811
1624A,37.4451,116.2991,22.91,37.4375,116.3125,22,994.1793823242188,22.8726379628237
1625A,36.4372,115.9848,35.92,36.4375,116.0,22,993.5393676757812,33.27374333519857
1626A,36.4568,115.9968,35.96,36.4375,116.0,22,993.5393676757812,33.27374333519857
1627A,36.4796,115.9835,37.0,36.5,116.0,22,993.5393676757812,32.8658568500074
1628A,37.3803,118.0062,13.25,37.375,118.0,22,996.7393798828125,10.839986649684144
1629A,37.3617,118.0018,13.47,37.375,118.0,22,996.7393798828125,10.839986649684144
1630A,37.393,117.9776,12.94,37.375,118.0,22,996.7393798828125,10.839986649684144
1631A,36.8103,118.0414,36.63,36.8125,118.0625,22,992.2593994140625,57.13510271888209
1632A,36.8406,118.0253,30.29,36.8125,118.0,22,994.8193969726562,34.90528927596325
1633A,36.4847,117.8525,253.12,36.5,117.875,22,969.2193603515625,265.15721016637946
1634A,36.6331,117.9592,104.39,36.625,117.9375,22,985.2193603515625,117.29835928457986
1635A,36.8194,118.3092,62.91,36.8125,118.3125,22,991.619384765625,57.54298920407326
1636A,36.805,117.8661,45.88,36.8125,117.875,22,993.5393676757812,44.08273519276461
1637A,34.8438,117.558,69.72,34.875,117.5625,22,987.139404296875,107.20316877609837
1638A,34.7837,117.2852,63.14,34.8125,117.3125,22,990.33935546875,83.85166749890381
1639A,34.7745,117.5852,53.11,34.75,117.5625,22,990.9793701171875,72.83873239874218
1640A,34.5578,117.7276,27.1,34.5625,117.75,22,996.7393798828125,25.319956873970725
1641A,35.0992,117.4518,168.11,35.125,117.4375,22,973.0593872070312,234.871638640935
1642A,37.5639,121.2514,6.98,37.5625,121.25,22,999.2993774414062,6.7611217977724305
1643A,37.5433,121.3719,12.1,37.5625,121.375,22,998.6593627929688,12.47153259044883
1644A,37.5436,121.3181,9.48,37.5625,121.3125,22,999.2993774414062,7.169008282963602
1645A,37.4822,121.4478,20.89,37.5,121.4375,22,996.7393798828125,32.45797036481623
1646A,37.4967,121.2611,8.19,37.5,121.25,22,996.7393798828125,25.931786601757484
1647A,37.3872,121.5953,15.64,37.375,121.625,22,995.4593505859375,44.89850816314695
1648A,36.7019,119.12,29.99,36.6875,119.125,22,995.4593505859375,34.29345954817649
1649A,36.7306,119.0919,25.12,36.75,119.0625,22,996.7393798828125,18.99771635350757
1650A,36.7023,119.1437,32.89,36.6875,119.125,22,995.4593505859375,34.29345954817649
1651A,36.6572,119.1614,42.04,36.6875,119.1875,22,994.8193969726562,36.74077845932352
1652A,36.7729,119.1936,13.24,36.75,119.1875,22,997.37939453125,18.99771635350757
1653A,35.4302,116.6251,35.87,35.4375,116.625,22,995.4593505859375,38.576267642683796
1654A,35.4144,116.5856,44.0,35.4375,116.5625,22,995.4593505859375,38.576267642683796
1655A,35.4042,116.5491,39.0,35.375,116.5625,22,995.4593505859375,36.74077845932352
1656A,36.1937,117.1437,143.15,36.1875,117.125,22,973.6994018554688,225.54123529218694
1657A,36.2017,117.0885,172.55,36.1875,117.0625,22,966.6593627929688,286.4692790176182
1658A,36.1758,117.1089,137.02,36.1875,117.125,22,973.6994018554688,225.54123529218694
1659A,35.4209,119.471,14.52,35.4375,119.5,22,997.37939453125,34.29345954817649
1660A,35.4216,119.523,38.78,35.4375,119.5,22,997.37939453125,34.29345954817649
1661A,35.4044,119.5587,0.52,35.375,119.5625,22,1001.2193603515625,1.6625407328827888
1662A,37.4236,122.1214,56.07,37.4375,122.125,22,994.1793823242188,59.17453514483795
1663A,37.5236,122.0508,5.99,37.5,122.0625,22,995.4593505859375,47.141883831698394
1664A,37.5072,122.1067,25.76,37.5,122.125,22,996.099365234375,44.49062167795578
1665A,37.4658,118.5019,4.99,37.4375,118.5,22,998.0193481445312,4.313802886625402
1666A,37.4309,118.6614,3.22,37.4375,118.6875,22,998.0193481445312,1.8664839754783744
1667A,37.4442,118.5857,5.45,37.4375,118.5625,22,998.0193481445312,3.49802991624306
1668A,37.3781,118.8192,-4.2,37.375,118.8125,22,998.6593627929688,-0.17294845047748214
1669A,24.7733,113.5824,52.9,24.75,113.5625,22,987.7793579101562,99.45332555746612
1670A,24.8082,113.5556,89.06,24.8125,113.5625,22,987.139404296875,103.32824716678223
1671A,24.7972,113.5917,53.32,24.8125,113.5625,22,987.139404296875,103.32824716678223
1672A,24.7791,113.6735,94.21,24.75,113.6875,22,984.579345703125,128.51523762733706
1673A,24.6863,113.5971,65.66,24.6875,113.625,22,984.579345703125,124.64031601802094
1674A,23.3667,116.6794,5.25,23.375,116.6875,22,999.9393920898438,9.61632719411063
1675A,23.3633,116.7244,9.44,23.375,116.75,22,1000.579345703125,4.7216893718165736
1676A,23.2775,116.7258,9.59,23.25,116.75,22,999.9393920898438,12.267589347853242
1677A,23.4714,116.7519,11.34,23.5,116.75,22,999.9393920898438,11.4518163774709
1678A,23.2539,116.6092,20.12,23.25,116.625,22,997.37939453125,34.49740279077208
1679A,23.2533,116.4069,10.81,23.25,116.4375,22,998.0193481445312,26.747559572139824
1680A,21.2706,110.3539,26.22,21.25,110.375,22,997.37939453125,11.859702862662072
1681A,21.2228,110.3928,25.36,21.25,110.375,22,997.37939453125,11.859702862662072
1682A,21.1997,110.4019,12.21,21.1875,110.375,22,996.7393798828125,15.122794744191442
1683A,21.2028,110.4111,5.93,21.1875,110.4375,22,998.0193481445312,4.313802886625402
1684A,21.2679,110.3316,34.53,21.25,110.3125,22,995.4593505859375,23.892354175801625
1685A,21.2567,110.4558,12.84,21.25,110.4375,22,998.0193481445312,5.129575857007745
1686A,21.4688,111.0286,6.88,21.5,111.0,22,998.0193481445312,11.247873134875315
1687A,21.6533,110.9294,28.82,21.625,110.9375,22,996.7393798828125,18.181943383125226
1688A,21.6687,110.9107,15.8,21.6875,110.9375,22,996.099365234375,23.076581205419284
1689A,21.6828,110.8592,13.97,21.6875,110.875,22,996.7393798828125,19.81348932388991
1690A,24.3284,116.1231,99.68,24.3125,116.125,22,984.579345703125,139.98704502333877
1691A,24.2719,116.0797,94.82,24.25,116.0625,22,987.139404296875,119.64370657442909
1692A,24.2654,116.1248,88.06,24.25,116.125,22,982.0193481445312,163.6444611644267
1693A,22.775,115.3653,10.1,22.75,115.375,22,998.0193481445312,27.155446057330998
1694A,22.7898,115.3706,18.0,22.8125,115.375,22,996.099365234375,44.694564920551365
1695A,22.7925,115.3622,17.54,22.8125,115.375,22,996.099365234375,44.694564920551365
1696A,23.7569,114.6778,56.64,23.75,114.6875,22,992.8993530273438,64.47705945232318
1697A,23.7586,114.6944,49.9,23.75,114.6875,22,992.8993530273438,64.47705945232318
1698A,23.7233,114.6892,47.64,23.75,114.6875,22,992.8993530273438,64.47705945232318
1699A,21.8593,111.9797,21.47,21.875,112.0,22,996.099365234375,31.030367666647123
1700A,21.8536,111.9508,6.13,21.875,111.9375,22,998.0193481445312,12.47153259044883
1701A,21.8658,111.9491,13.39,21.875,111.9375,22,998.0193481445312,12.47153259044883
1702A,23.691,113.0426,19.82,23.6875,113.0625,22,995.4593505859375,36.12894873153677
1703A,23.7106,113.0208,24.36,23.6875,113.0,22,994.8193969726562,40.61570006863965
1704A,23.6272,113.0622,21.46,23.625,113.0625,22,997.37939453125,21.24109202205901
1705A,23.6719,116.6367,26.41,23.6875,116.625,22,995.4593505859375,49.79314598544101
1706A,23.6706,116.6447,17.16,23.6875,116.625,22,995.4593505859375,49.79314598544101
1707A,23.6531,116.6175,14.0,23.625,116.625,22,999.2993774414062,15.326737986787029
1708A,23.5345,116.3701,10.37,23.5625,116.375,22,997.37939453125,29.80670821107361
1709A,23.5443,116.3264,5.47,23.5625,116.3125,22,998.6593627929688,17.1622271701473
1710A,23.5626,116.3611,9.18,23.5625,116.375,22,997.37939453125,29.80670821107361
1711A,23.5294,116.4151,2.77,23.5,116.4375,22,999.9393920898438,9.820270436706215
1712A,22.9169,112.0392,86.05,22.9375,112.0625,22,979.4593505859375,172.36303478538798
1713A,22.9394,112.0369,83.2,22.9375,112.0625,22,979.4593505859375,172.36303478538798
1714A,22.9539,112.0539,79.78,22.9375,112.0625,22,979.4593505859375,172.36303478538798
